title,author,year,empirical_data,subsidy_type,vector_type,vector,biotic_abiotic,recipient,subgroups,ecotone,climate_zone,mediterannean,continent,country,latlon,experimental,start,end,initials,,,,,,,,,,,,
Caterpillars benefit from thermal ecosystem engineering by wandering albatrosses on sub-Antarctic Marion Island,"Sinclair, B.J.",2006,Yes,Nutrients (from seabird nests),Seabirds,Wandering albatrosses (Diomedea exulans),Abiotic,Invertebrates,No,Marine - Terrestrial,Oceanic,No,South Africa,Marion Island,N/A,No,1997,1997,KH,,,,,,,,,,,,
Caterpillars benefit from thermal ecosystem engineering by wandering albatrosses on sub-Antarctic Marion Island,"Sinclair, B.J.",2006,Yes,Nutrients (from seabird nests),Seabirds,Wandering albatrosses (Diomedea exulans),Abiotic,Invertebrates,No,Marine - Terrestrial,Oceanic,No,South Africa,Marion Island,N/A,No,1997,1997,KH,,,,,,,,,,,,
"Linking aphid honeydew, throughfall, and forest floor solution chemistry of Norway spruce","Stadler, B and B. Michalzik",1998,Yes,C and N,Trees,Aphid,Biotic,Norway spruce trees,No,Terrestrial - Terrestrial,Temperate,No,Europe,Germany,N/A,Yes,N/A,N/A,KH,,,,,,,,,,,,
"Linking aphid honeydew, throughfall, and forest floor solution chemistry of Norway spruce","Stadler, B and B. Michalzik",1998,Yes,C and N,Trees,Aphid,Biotic,Norway spruce trees,No,Terrestrial - Terrestrial,Temperate,No,Europe,Germany,N/A,Yes,N/A,N/A,KH,,,,,,,,,,,,
Influence of pulsed resources and marine subsidies on insular rodent populations,"Stapp, P. and G.A. Polis",2003,Yes,C and N (from guano),Seabirds,Unspecified,Biotic,Rodents (C. rudinoris and P. maniculatus),Yes,Marine - Terrestrial,Arid/Mediteranean,Yes,North America,Mexico,"28.916667, -113.500000",No,1997,2001,KH,,,,,,,,,,,,
Influence of pulsed resources and marine subsidies on insular rodent populations,"Stapp, P. and G.A. Polis",2003,Yes,C and N (from guano),Seabirds,Unspecified,Biotic,Rodents (C. rudinoris and P. maniculatus),Yes,Marine - Terrestrial,Arid/Mediteranean,Yes,North America,Mexico,"28.916667, -113.500000",No,1997,2001,KH,,,,,,,,,,,,
Predation of seabirds by invasive rats: multiple indirect consequences for invertebrate communities,"Towns, D.P., et al",2009,Yes,"N,P, other minerals",Seabirds,Unspecified,Biotic,Soil (to be used by rodents),No,Marine - Terrestrial,,,Oceania,New Zealand,"-35.416667 to -35.200000, no lon",No,N/A,N/A,KH,,,,,,,,,,,,
Predation of seabirds by invasive rats: multiple indirect consequences for invertebrate communities,"Towns, D.P., et al",2009,Yes,"N,P, other minerals",Seabirds,Unspecified,Biotic,Soil (to be used by rodents),No,Marine - Terrestrial,,,Oceania,New Zealand,"-35.416667 to -35.200000, no lon",No,N/A,N/A,KH,,,,,,,,,,,,
"Utilization of nitrogen derived from seabird guano by terrestrial and marine plants at St. Paul, Pribilof islands, Bering sea, Alaska","Wainright, S.C., et al",1998,Yes,C and N (from guano),Seabirds and other producers,Unspecified,Biotic,"Phytoplankton, Plants",No,Terrestrial - Marine,Temperate,No,North America,USA,"56.35 to 57.57, 169.49 to 171.08",No,1993,1993,KH,,,,,,,,,,,,
"Utilization of nitrogen derived from seabird guano by terrestrial and marine plants at St. Paul, Pribilof islands, Bering sea, Alaska","Wainright, S.C., et al",1998,Yes,C and N (from guano),Seabirds and other producers,Unspecified,Biotic,"Phytoplankton, Plants",No,Marine - Terrestrial,Temperate,No,North America,USA,"56.35 to 57.57, 169.49 to 171.08",No,1993,1993,KH,,,,,,,,,,,,
"Utilization of nitrogen derived from seabird guano by terrestrial and marine plants at St. Paul, Pribilof islands, Bering sea, Alaska","Wainright, S.C., et al",1998,Yes,C and N (from guano),Seabirds and other producers,Unspecified,Biotic,"Phytoplankton, Plants",No,Terrestrial - Marine,Temperate,No,North America,USA,"56.35 to 57.57, 169.49 to 171.08",No,1993,1993,KH,,,,,,,,,,,,
Indirect effects of invasive predators in litter decomposition and nutrient resorption on seabird-dominated islands,"Wardle, D.A., et al",2009,Yes,N and P,Seabirds,Unspecified,Biotic,Rats,No,Marine - Terrestrial,Subtropical,No,Oceania,New Zealand,N/A,No,2004,2004,KH,,,,,,,,,,,,
Indirect effects of invasive predators in litter decomposition and nutrient resorption on seabird-dominated islands,"Wardle, D.A., et al",2009,Yes,N and P,Seabirds,Unspecified,Biotic,Rats,No,Marine - Terrestrial,Subtropical,No,Oceania,New Zealand,N/A,No,2004,2004,KH,,,,,,,,,,,,
Post-mating survival in a small marsupial is associated with nutrient inputs from seabirds,"Wolfe, K.M., et al",2004,Yes,"Nutrients (Ammonia N, Nitrate N, P, K, S, Fe)",Seabirds,Unspecified,Biotic,"Marsupials, Red Deer",No,Marine - Terrestrial,Mediterranean,Yes,Oceania,Australia,N/A,No,1997,2002,KH,,,,,,,,,,,,
Post-mating survival in a small marsupial is associated with nutrient inputs from seabirds,"Wolfe, K.M., et al",2004,Yes,"Nutrients (Ammonia N, Nitrate N, P, K, S, Fe)",Seabirds,Unspecified,Biotic,"Marsupials, Red Deer",No,Marine - Terrestrial,Mediterranean,Yes,Oceania,Australia,N/A,No,1997,2002,KH,,,,,,,,,,,,
Environmental Response to burrowing seabird colonies: a study in ecosystem engineering,Bancroft,2004,Yes,Guano,Seabird,Wedge Tailed Shearwater,Biotic,Soil,No,Marine - Terrestrial,Island,Yes,Australia,Australia,"-32.0069667,97.5743097",No,,2004,ZZ,,,,,,,,,,,,
An introduced predator alters Aleutian Island plant communities by thwarting nutrient subsidies,"Maron, J.L., et al",2006,Yes,Seabird Guano,Seabird,seabirds,Biotic,island vegetation + consumers,no,Marine - Terrestrial,Island,No,North America,USA,"52.259591, -172.569770",No,2001,2003,ZZ,,,,,,,,,,,,
Marine subsidies have multiple effects on coastal food webs.,Spiller et al,2010,Yes,Seaweed,Arthropod detritovores,Tethorchestia spp.,biotic,Anolis sagrei,No,Marine - Terrestrial,Tropical Island,No,North America,Bahamas,23.619300/ -75.969500,Yes,2006,2006,ZZ,,,,,,,,,,,,
Influence of pulsed resources and marine subsidies on insular rodent populations,Stapp and Polis,2003,Yes,Littoral and Supralittoral Invertebrates,,amphipods/isopods/mollusks,biotic,Peromyscus maniculatus,No,Marine - Terrestrial,Desert Island,No,North America,Mexico,28.916667/-113.5,No,1997,2001,ZZ,,,,,,,,,,,,
"Marine resources subsidize insular rodent populations in the Gulf of California, Mexico",Stapp and Polis,2003,Yes,Littoral and Supralittoral Invertebrates,,amphipods/isopods/mollusks,biotic,Peromyscus maniculatus,No,Marine - Terrestrial,Desert Island,No,North America,Mexico,28.916667/-113.5,No,1995,1997,ZZ,,,,,,,,,,,,
Migratory fish excretion as a nutrient subsidy to recipient stream ecosystem,Wheeler et al,2014,Yes,Fish Excreted N and P,fish,Oncorhynchus clarkii utah,Biotic,Tributaries,No,Freshwater - Freshwater,Temperate,No,North America,USA,"40.1718288,-111.1294996",No,2011,2012,ZZ,,,,,,,,,,,,
Migratory fish excretion as a nutrient subsidy to recipient stream ecosystem,Wheeler et al,2014,Yes,Fish Excreted N and P,fish,Oncorhynchus nerka,Biotic,Tributaries,No,Freshwater - Freshwater,Temperate,No,North America,USA,"40.1718288,-111.1294996",No,2011,2012,ZZ,,,,,,,,,,,,
Adfluvial salmonids have engineering but not fertilization impacts in tributaries of a central Utah reservoir,Wheeler et al,2017,Yes,Fish Excreted N and P,fish,Oncorhynchus clarkii utah,Biotic,Tributaries - algae,No,Freshwater - Freshwater,Temperate,No,North America,USA,"40.1718288,-111.1294997",No,2011,2012,ZZ,,,,,,,,,,,,
Adfluvial salmonids have engineering but not fertilization impacts in tributaries of a central Utah reservoir,Wheeler et al,2017,Yes,Fish Excreted N and P,fish,Oncorhynchus nerka,Biotic,Tributaries - algae,No,Freshwater - Freshwater,Temperate,No,North America,USA,"40.1718288,-111.1294998",No,2011,2012,ZZ,,,,,,,,,,,,
IMPROVED ESTIMATION OF GUT PASSAGE TIME CONSIDERABLY AFFECTS TRAIT-BASED DISPERSAL MODELS,Abraham et al.,2020,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Large predators can mitigate nutrient losses associated with off-site removal of animals from a wildlife reserve,Abraham et al.,2021,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Mineral Nutrition of Wild Plants Revisited: A Re-evaluation of Processes and Patterns,Aerts and Chapin,1999,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Examining the relative influence of animal movement patterns and mortality models on the distribution of animal transported subsidies,Bamoph et al.,2019,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Response to burrowing seabird colonies: a study in ecosystem engineering,Bancroft,2004,Cannot access paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migratory animals couple biodiversity and ecosystem functioning worldwide,"Bauer, Hoye",2014,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foraging Ecology and Nutrition of Sea Turtles,Bjorndal,1997,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worldwide mass strandings of beaked whales: retrospective review and causes,Brownell et al.,2005,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nest spacing, reproductive success, and behavior of the Great Black-backed Gull (Larus marinus)",Butler and Trivelpiece,1981,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Observations of wildebeest, Connochaetes taurinus (Artiodactyla, Bovidae), crossing Lake Masek (Serengeti ecosystem, Tanzania), including one small drowning.",Capaldo and Peters,1996,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impacts of Species Addition and Species Loss on Ecosystem Function in Freshwater Systems,Capps et al.,2012,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global nutrient transport in a world of giants,Doughty et al.,2016,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effects of anthropogenic food resources on Yellow-legged Gull colony size on Mediterranean islands,Duhem et al.,2008,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A methodological roadmap to quantify animal-vectored spatial ecosystem subsidies,Ellis Soto et al.,2020,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marine birds on land: a review of plant biomass, species richness, and community composition in seabird colonies","Ellis, J.C.",2005,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marine birds on land: a review of plant biomass, species richness, and community composition in seabird colonies","Ellis, J.C.",2005,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Global analysis of nitrogen and phosphorus limitation of primary producers in freshwater, marine and terrestrrial ecosystems","Elser, JJ et al",2007,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Global analysis of nitrogen and phosphorus limitation of primary producers in freshwater, marine and terrestrrial ecosystems","Elser, JJ et al",2007,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Predator-prey body size, interaction strength and stability of a real food web","Emmerson, M.C. and D. Raffelli",2004,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Predator-prey body size, interaction strength and stability of a real food web","Emmerson, M.C. and D. Raffelli",2004,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impacts of Climatic Change and Fishing on Pacific Salmon Abundance Over the Past 300 Years,Finney et al.,2000,Yes,Salmon carcasses (N),Fish,Sockeye salmon,Biotic,Diatoms and cladocerans,,Marine - Freshwater,,No,North America,United States,"57.4, -155",Yes,Unknown,Unknown,,,,,,,,,,,,,
"Leaves as “crackers”, biofilm as “peanut butter”: Exploratory use of stable isotopes as evidence for microbial pathways in detrital food webs",France,2011,,Cannot access paper,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marine-Dependent Terrestrial Biotic Communities on Some Cays in the Coral Sea,Harold Heatwole,1971,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecosystem Engineering in space and time.,"Hastings, A., et al",2007,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecosystem Engineering in space and time.,"Hastings, A., et al",2007,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zooplankton mortality effects on the plankton community of the northern Humboldt Current System: sensitivity of a regional biogeochemical model,Hill Cruz et al.,2021,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playing chutes and ladders- heterogeneity and the relative roles of bottom-up and top-down forces in natural communities,"Hunter, M.D. and P.W. Price",1992,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Playing chutes and ladders- heterogeneity and the relative roles of bottom-up and top-down forces in natural communities,"Hunter, M.D. and P.W. Price",1992,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food Web Stability: The Influence of Trophic Flows across Habitats,Huxel and McCann,1998,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effects of partitioning allochthonous and autochthonous resources on food web stability,Huxel et al.,2002,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Secondary Production, Emergence, and Export of Aquatic Insects of a Sonoran Desert Stream",Jackson and Fisher,1986,Yes,Emerging aquatic insects (biomass),Insect,Adult aquatic insect emergence,Biotic,Riparian ecosystem,,,,,,,,,,,,,,,,,,,,,,,
"Faeces deposition and numbers of vertebrate herbivores in the vicinity of planktivorous and piscivorous seabird colonies in Hornsund, Spitsbergen","Jakubas D., et al",2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Faeces deposition and numbers of vertebrate herbivores in the vicinity of planktivorous and piscivorous seabird colonies in Hornsund, Spitsbergen","Jakubas D., et al",2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bottom-up trophic cascades and material transfer interrestrial food webs,"Kagata, H and T. Ohgushi",2006,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bottom-up trophic cascades and material transfer interrestrial food webs,"Kagata, H and T. Ohgushi",2006,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filling the Information Gap in Meta-Ecosystem Ecology,Little et al.,2020,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Meta-analysis: Trophic level, habitat, and productivity shape the food web effects of resource subsidies","Marczak, L.B., et al.",2007,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Meta-analysis: Trophic level, habitat, and productivity shape the food web effects of resource subsidies","Marczak, L.B., et al.",2007,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An introduced predator alters Aleutian Island plant communities by thwarting nutrient subsidies,"Maron, J.L., et al",2006,Cannot access paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbivory in relation to plant nitrogen-content,"Mattson, W.J.",1980,Cannot access paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbivory in relation to plant nitrogen-content,"Mattson, W.J.",1980,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vectors with autonomy: what distinguishes animal-mediated nutrient transport from abiotic vectors?,McInturf et al.,2019,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oh the locusts sang, then they dropped dead","Ostfeld, R.S. and F. Keesing",2004,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pulsed resources and community dynamics of consumers in terrestrial ecosystems,"Ostfeld, R.S. and F. Keesing",2000,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oh the locusts sang, then they dropped dead","Ostfeld, R.S. and F. Keesing",2004,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pulsed resources and community dynamics of consumers in terrestrial ecosystems,"Ostfeld, R.S. and F. Keesing",2000,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trophic cascades revealed in diverse ecosystems,"Pace, M.L. et al",1999,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trophic cascades revealed in diverse ecosystems,"Pace, M.L. et al",1999,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food webs: Linkage, interaction strength and community infrastructure","Paine, R.T.",1980,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food webs: Linkage, interaction strength and community infrastructure","Paine, R.T.",1980,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Productivity and consumer regulation-concepts, patterns and mechanism","Persson, L. et al",1996,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Productivity and consumer regulation-concepts, patterns and mechanism","Persson, L. et al",1996,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stable isotopes in ecosystem studies,"Peterson, B.J. and B. Fry",1987,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stable isotopes in ecosystem studies,"Peterson, B.J. and B. Fry",1987,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trophic Flows from Water to Land: Marine Input Affects Food Webs of Island and Costal Ecosystems Worldwide,"Polis, G.A., et al",2004,Cannot access paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trophic Flows from Water to Land: Marine Input Affects Food Webs of Island and Costal Ecosystems Worldwide,"Polis, G.A., et al",2004,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual consumer movement mediates food web coupling across a coastal ecosystem,Rezek et al.,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecology,"Ricklefs, R.E. and G.L. Miller",1999,Cannot access book,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecology,"Ricklefs, R.E. and G.L. Miller",1999,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,,Birds,Gomphiocephalus hodgsoni,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433333",No,,,,,,,,,,,,,,,
"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,,Birds,Stereotydeus mollis,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433334",No,,,,,,,,,,,,,,,
"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,,Birds,Nanorochestes antarcticus,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433335",No,,,,,,,,,,,,,,,
"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,,Birds,Panagrolaimus davidi,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433336",No,,,,,,,,,,,,,,,
"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,,Birds,Plectus sp,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433337",No,,,,,,,,,,,,,,,
"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,,Birds,Scottnema lindsayae,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433338",No,,,,,,,,,,,,,,,
"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,,Birds,Tardigrada,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433339",No,,,,,,,,,,,,,,,
"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,,Birds,Rotifera,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433340",No,,,,,,,,,,,,,,,
"On distribution of terrestrial invertebrates at Cape Bird, Ross Island, Antarctica","Sinclair, B.J.",2001,Yes,,Birds,Protozoa,Biotic,Terrestrial Habitat,No,Marine - Terrestrial,Arctic,No,Antarctica,Cape Bird,"-77.216667, 166.433341",No,,,,,,,,,,,,,,,
The influence of seabird manuring on the phosphorus status of Marion Island (Subantarctic) soils,Smith,1979,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The influence of seabird manuring on the phosphorus status of Marion Island (Subantarctic) soils,Smith,1979,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On lumping species in food webs,"Solow, A.R and A.R. Beet",1998,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On lumping species in food webs,"Solow, A.R and A.R. Beet",1998,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stable isotopes reveal strong marine and El Nino effects on island food webs,Stapp et al,1999,,,,,,,,Marine - Terrestrial,Desert Island,No,North America,Mexico,28.916667/-113.5,,,,,,,,,,,,,,,,
Effects of the hippopotamus on the chemistry and ecology of a changing watershed,Stears et al,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecological Stoichiometry - The Biology of Elements from Molecules to the Biosphere,Sterner and Elser,2002,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impact of gull colonies on the flora of the Riou archipelago (Mediterranean islands of south-east France),Vidal et al.,1998,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nitrogen limitation in land and in the sea- how can it occur?,"Vitousek, P.M.",1991,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nitrogen limitation in land and in the sea- how can it occur?,"Vitousek, P.M.",1991,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dry wildebeest carcasses in the African savannah: the utilization of a unique resource.,Wambuguh,2008,No(not marine to terrestrial),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human-induced changes in large herbivorous mammal density: the consequences for decomposers,Wardle and Bargett,2004,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The ontogenetic niche and species interactions in size structured populations,Werner and Gilliam,1984,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communities and Ecosystems,"Whittack, R.H.",1975,Cannot access paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communities and Ecosystems,"Whittack, R.H.",1975,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complex life cycles,Wilbur,1980,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trophic facilitation by introduced top predators: grey wolf subsidies to scavengers in Yellowstone National Park,Wilmers et al,2003,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scavenging: how carnivores and carrion structure communities,Wilson and Wolkovitch,2011,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food webs: What do they tell us about the world?,"Winemiller, K.O. and G.A. Polis",1996,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food webs: What do they tell us about the world?,"Winemiller, K.O. and G.A. Polis",1996,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cues, strategies, and outcomes: how migrating vertebrates track environmental change",Winkler et al,2014,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The biogeochemical implications of massive gull flocks at landfills,Winton and River,2017,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The influence of physical processes, organisms, and permeability on cross-ecosystem fluxes.",Witman et al,2004,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lateral diffusion of nutrients by mammalian herbivores in terrestrial ecosystems.,"Wolf, Doughty, and Malhi",2013,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feces in aquatic ecosystems,Wotton and Malmquist,2001,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The concept of organisms as ecosystem engineers ten years on: progress, limitations, and challenges","Wright, J.P. and C.G. Jones",2006,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The concept of organisms as ecosystem engineers ten years on: progress, limitations, and challenges","Wright, J.P. and C.G. Jones",2006,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rates of litter decomposition in terrestrial ecosystems: global patterns and controlling factor,Zhang et al,2008,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
